fk_financial_year,month,pk_porg,pk_account,pension_type_desc,amt_debit
202122,12,97334,30031955,Social Security,216.24
202223,12,105813,30078086,Social Security,36.17
202223,12,31577,10018384,Veteran,145.81
202324,12,65342,30023414,Social Security,0
202122,12,137236,10003422,NULL,0
201819,12,69772,30041505,Social Security,0
201819,12,98561,30036063,Social Security,0
201718,12,13208,10013107,Social Security,224.48
202425,12,3019,10019284,Health Card,0
201819,12,92018,30038319,Social Security,184.42
202122,12,84319,30035098,Health Card,5.47
202223,12,108763,30086010,Social Security,0
201718,12,34379,10005469,Social Security,0
202021,12,107845,30075730,Social Security,2.4
202122,12,42797,10016878,Social Security,15.46
202223,12,137548,30107637,Social Security,35.33
202425,12,151108,30103865,Health Card,16.01
201920,12,134006,30033629,Social Security,120.21
202021,12,63676,30022711,Social Security,146.93
202122,12,53164,30099064,Social Security,165.19
202223,12,133794,30036376,Social Security,24.24
202122,12,116287,30024623,Health Card,0
202122,12,86610,30037185,Social Security,2
202223,12,104940,30026853,Social Security,0
202122,12,21342,10021241,Social Security,0
202021,12,121219,30089357,Social Security,11.45
202324,12,143939,30091266,Social Security,0
201920,12,36122,10009310,Social Security,0
202324,12,140324,30113833,Health Card,9.57
201819,12,87549,30038128,Social Security,248.99
202021,12,87078,30037657,NULL,1.34
201819,12,87768,30038013,Social Security,166.88
201920,12,86065,30036827,Social Security,32.89
201920,12,124092,30077828,Health Card,0
202223,12,25060,30041320,Social Security,0
201920,12,86490,30037063,Social Security,198.34
201718,12,133444,30087721,Social Security,0
201920,12,140108,30086962,Social Security,0
202425,12,55683,30041001,Social Security,21.9
201819,12,63878,30021717,Social Security,0
202021,12,131465,30077951,Health Card,0
201920,12,97354,30095252,Social Security,0
202021,12,127794,30056636,Social Security,0
201920,12,131256,30029457,Social Security,0
202223,12,158156,30107472,Social Security,0
202223,12,18410,10018309,Social Security,145.81
202223,12,96006,30103972,Social Security,0
201718,12,62455,30086067,Social Security,0
202021,12,19002,10018901,NULL,1.34
202324,12,105618,30088799,Social Security,0
201718,12,92698,30053655,Health Card,0
201819,12,87973,30038554,Social Security,238.88
201920,12,83005,30033398,Social Security,0
202122,12,149807,10022299,Social Security,0
201718,12,99405,30038635,Social Security,198.16
202021,12,63878,30021717,Social Security,0
202324,12,145269,30093068,Social Security,0
202425,12,158156,30107472,Social Security,0
201718,12,69703,30077740,Social Security,0
202425,12,25380,30000380,Social Security,215.6
201718,12,135991,30082762,Social Security,0
202021,12,148056,30095863,Health Card,118.15
202425,12,16633,10016532,Social Security,7.17
202425,12,163598,30038528,Social Security,402.82
202223,12,106945,30036032,Social Security,166.19
201718,12,110682,10006127,Social Security,0
201920,12,27439,30045477,Social Security,13.38
201819,12,140821,30047126,Social Security,0
202324,12,121455,10018404,Health Card,0
201718,12,111768,30057962,Health Card,0
202223,12,13967,10013866,NULL,0
202021,12,125157,30098457,Social Security,10.76
201718,12,42908,30084152,Social Security,221.33
202324,12,2289,10002188,Social Security,0
201920,12,126343,30087771,Health Card,0
202223,12,83724,30034180,Health Card,0
202324,12,133865,30107767,Social Security,0
201819,12,38226,10015092,Health Card,141.67
202021,12,25993,30059142,Social Security,0
202324,12,139006,30103662,Health Card,186.2
202021,12,120107,10008965,Health Card,0
201718,12,102112,30075773,Social Security,0
201819,12,104326,30051451,Health Card,29.44
201920,12,106826,30068286,Social Security,31.38
202021,12,109531,30034613,Social Security,1.63
202324,12,46920,30115911,Social Security,0
201718,12,10672,10010571,Social Security,0
201920,12,117571,30062990,Social Security,0
202425,12,110642,30084448,Health Card,287.18
201819,12,11242,10011141,Social Security,221.43
202425,12,86892,30037471,NULL,79.96
201920,12,28979,10014674,Social Security,0
202324,12,151849,30108538,Health Card,393.46
202425,12,84416,30034891,NULL,1247.45
201718,12,121536,30000980,Social Security,0
201920,12,94082,30096416,Social Security,3.23
202021,12,48694,30011019,Social Security,3.42
202425,12,9139,10009038,Social Security,226.79
202122,12,151522,30100002,Social Security,176.68
202223,12,3853,10010531,Veteran,0
201920,12,148155,30031447,Social Security,0
202122,12,148910,30032195,Social Security,0
201819,12,17094,10016993,Social Security,221.43
202021,12,124062,30041383,Health Card,0
202122,12,94886,30089101,Social Security,0
202425,12,119577,30117798,Social Security,38.44
201718,12,27486,30002486,Social Security,0
201920,12,20628,10020527,Social Security,0
202425,12,135071,30039121,Social Security,49.47
202425,12,92635,30036677,Social Security,0
202223,12,151348,10000110,Social Security,0
201819,12,136150,30038626,Social Security,216.8
202021,12,138373,10011090,Social Security,159.18
202021,12,132418,10014839,Health Card,0
202021,12,143067,30096143,Health Card,51.07
202324,12,132359,30080979,Social Security,0
202223,12,28666,10022285,Health Card,0
201718,12,82849,30054070,Social Security,0
202324,12,140955,30036241,Social Security,0
201819,12,130144,30076616,Health Card,2.77
202324,12,89342,30105724,Health Card,0
202021,12,132817,30082413,Social Security,0
202122,12,127351,10018385,Social Security,0
201920,12,145293,30095109,Health Card,34.39
202021,12,31005,10015745,Health Card,0
202425,12,160373,10022197,Social Security,0
201718,12,109318,30071893,Health Card,0
202425,12,108763,30086010,Social Security,0
201718,12,125448,30087041,Health Card,0
202425,12,162837,30112916,Social Security,13.82
201718,12,89482,30040064,Social Security,0
202324,12,145574,30093131,Social Security,0.74
201718,12,103472,30050830,Social Security,0
202324,12,125998,10018000,Social Security,207.96
201920,12,66075,30037973,Social Security,175.5
202223,12,153269,30007059,Social Security,180.88
202122,12,144514,30092017,Social Security,84.74
202425,12,8281,10009101,Social Security,0
202425,12,83782,30034238,Social Security,196.19
201718,12,18270,10018169,Social Security,216.13
202223,12,140777,30008044,Health Card,0
202425,12,99257,30088248,Social Security,0
201819,12,99360,30061587,Social Security,328.59
202425,12,85437,30035995,NULL,178.14
202425,12,4075,10003974,NULL,701.61
202324,12,35551,10007932,Social Security,0
202122,12,16855,10016754,Health Card,0
202021,12,127327,30073791,Health Card,14.8
202425,12,153692,30105067,Health Card,195.85
202021,12,148743,10015423,Social Security,0
202324,12,118059,30026329,Social Security,0
202425,12,122968,10002058,Social Security,4322.73
201920,12,55324,30074941,Social Security,0
202324,12,87630,30038209,NULL,418.3
202425,12,5941,10005840,Social Security,0
201819,12,115350,30061146,Social Security,0
201920,12,8337,30008466,Health Card,0
202021,12,92846,30008914,NULL,157.91
202324,12,106876,30066733,Health Card,204.32
202425,12,163877,30119679,Social Security,0
201718,12,111579,30065437,Social Security,0
202021,12,42305,10000306,Social Security,0
202223,12,5326,30020506,NULL,0
202324,12,111038,30110471,Social Security,0
202021,12,149568,30097773,Social Security,0
202122,12,62273,30019909,Social Security,0
201920,12,95141,30058770,Social Security,2.13
202021,12,22226,10022125,Veteran,0
202021,12,88746,30039328,Social Security,58.57
201718,12,50247,30065443,Social Security,0
202425,12,115117,30060962,Health Card,0
201718,12,34122,10004847,Social Security,0
201819,12,120865,10015216,Social Security,0
201819,12,45027,10002710,Social Security,0
201718,12,85478,30036036,NULL,476.47
201819,12,106038,30053028,Social Security,2.42
202021,12,72597,30025137,Social Security,0
202324,12,82035,30032397,Social Security,0
202021,12,129177,10021151,Social Security,0
201718,12,129491,30088628,Social Security,0
201819,12,104758,30073668,Social Security,0
202425,12,70877,30021789,Social Security,0
202122,12,135510,30084880,Social Security,48.15
202324,12,68060,30028337,NULL,0
202324,12,90579,30037779,Social Security,216.36
202223,12,139252,30086124,Social Security,0
201819,12,143061,10015516,Social Security,0
202122,12,70827,30096461,Social Security,0
202021,12,25173,30083583,Social Security,0
201819,12,110163,30076581,Social Security,0
202122,12,39786,10021960,Social Security,0
202324,12,86604,30037179,Social Security,144.05
202425,12,11502,10011401,Social Security,34.24
202122,12,119298,30064785,Social Security,15.94
201920,12,122268,30068208,Health Card,0
202122,12,142749,30089680,Social Security,0
201718,12,21277,10021176,Health Card,0
201718,12,7946,30009961,Social Security,190.71
202021,12,19827,10019726,Health Card,0
202021,12,99503,30037781,Social Security,0
202324,12,116090,30061928,Health Card,0
202122,12,118557,10006289,Social Security,0
202122,12,90740,30038476,Social Security,82.63
202021,12,64402,30022365,Social Security,0
202223,12,153636,30102645,Social Security,170.39
201920,12,96564,30044536,Social Security,0
201920,12,106358,10018740,Social Security,23.26
202324,12,22178,10022077,Social Security,0
201718,12,97515,30075942,Social Security,154.38
202021,12,85367,30035925,Social Security,0
202324,12,5958,10009297,NULL,0
202122,12,72879,30022169,Social Security,194.3
202122,12,89596,30040178,Health Card,0
202021,12,102183,30038386,Health Card,0
202122,12,69805,30022283,Health Card,0
202324,12,140678,10018430,Health Card,208.57
202122,12,15660,10015559,Social Security,0
202223,12,17325,10017224,Health Card,0
202021,12,94674,30052627,Social Security,64.97
202425,12,165788,30117015,Social Security,19.38
201718,12,104200,30031423,Social Security,395.61
202021,12,15591,10015490,NULL,2.23
202324,12,161502,30038490,Health Card,206
202122,12,130567,30096229,Social Security,0
201718,12,18251,10018150,Social Security,0
202223,12,71354,30027343,Social Security,0
202425,12,94240,30067613,Social Security,0
201819,12,53511,10006471,Social Security,0
202223,12,85299,30035857,Social Security,151.66
201718,12,134060,30080800,Social Security,0
202021,12,47283,30008164,Health Card,14.72
202122,12,140209,30089265,Social Security,0
202223,12,136031,30037618,Health Card,0
202021,12,88801,30039383,Social Security,0
201718,12,120002,30087219,Social Security,0
201718,12,104231,30051372,Social Security,0
201718,12,70251,30069800,Social Security,0
201718,12,25054,30000054,Social Security,0
201920,12,141727,10001863,Social Security,0
202021,12,69578,30088971,Social Security,0
202122,12,133348,30099979,Health Card,0
201920,12,120952,30095646,Health Card,0
202223,12,50656,30056320,Social Security,159
201819,12,138225,30087131,Social Security,0
201718,12,66869,30025415,Social Security,0
202324,12,104301,30107989,Social Security,67.85
201718,12,101058,30045036,Social Security,198.13
202021,12,138201,30084986,Health Card,0
201920,12,6781,30005490,Social Security,184.15
202324,12,91255,30039359,Social Security,43.16
202021,12,117317,30015659,Health Card,0
202324,12,18152,10006306,Social Security,0
201920,12,106907,30084209,Health Card,890.18
202021,12,144498,30099270,Social Security,303.36
202324,12,143657,10013286,Health Card,208.05
202122,12,81019,30031328,Social Security,0
201819,12,139870,30086658,Social Security,0
202223,12,142555,30038489,Social Security,0
201920,12,13682,30005491,Social Security,150.04
201920,12,83446,30033866,Social Security,0
202021,12,90688,30040794,Health Card,165.39
202122,12,156777,30034600,Social Security,171.33
202122,12,85744,30036311,Social Security,28
201920,12,145494,30093079,Social Security,19.24
201718,12,63829,30021640,Social Security,0
202021,12,52344,10019493,Social Security,0
202223,12,27494,30092245,Social Security,0
202223,12,155550,30104658,Social Security,0
202122,12,76573,30022792,Social Security,146.68
202425,12,71289,30027644,Social Security,8.25
202425,12,60461,30042046,Social Security,0
201920,12,103472,30050830,Social Security,0
202122,12,130042,30096950,Social Security,177.32
201819,12,107602,30087538,Health Card,0
202021,12,70550,30050410,Social Security,0
201819,12,92516,30037864,Social Security,65.53
202021,12,95247,30087009,Health Card,0
202122,12,148816,30039181,Social Security,0
202425,12,69995,30024207,Social Security,119.63
201718,12,122422,30035054,Social Security,0
201819,12,129480,30087089,Social Security,0
202021,12,7612,10007511,Social Security,0
201920,12,139488,30092989,Health Card,95.6
202425,12,143913,10021413,Social Security,0
201819,12,88392,30041308,NULL,127.35
201920,12,118086,30086603,Social Security,0
202021,12,121629,30038205,Social Security,191.05
201718,12,96258,30044232,Health Card,0
202324,12,152148,30100827,Social Security,0
202021,12,131006,30037001,Social Security,0
201718,12,106594,30072663,Social Security,0
201718,12,10622,30066613,Social Security,190.96
202122,12,55769,30000065,Social Security,0
202122,12,93274,30020795,Health Card,0
202021,12,43613,30036735,Social Security,14.42
202223,12,132077,30037984,Social Security,188.87
202425,12,143078,30096021,Health Card,52.63
202425,12,166171,30117591,Health Card,30.35
201718,12,38680,10017119,Social Security,0
202425,12,152450,30037310,Social Security,302.79
202021,12,103841,30017719,Health Card,0
202425,12,35956,10008971,Social Security,175.66
202021,12,101387,30048310,Health Card,0
202223,12,125662,30074294,Health Card,0
201920,12,75468,30091806,Health Card,0
202122,12,133194,10014198,Health Card,0
202324,12,26886,30110106,Social Security,111.92
201920,12,92823,30023589,Health Card,175.63
202021,12,98489,30097479,Social Security,465.17
202122,12,85447,30036005,Social Security,188.78
201819,12,29205,30084652,Social Security,0
202122,12,156134,30033721,Social Security,214.76
202223,12,88620,30039202,Social Security,27.69
202122,12,140612,10005376,Health Card,0
202122,12,94075,30091416,Social Security,9.75
201718,12,120502,30036680,Health Card,328.44
201920,12,75523,30044974,Health Card,0
202021,12,143767,30091303,Social Security,0
202223,12,63187,30020925,Social Security,0
201718,12,89683,30082560,Social Security,0
201819,12,11231,10011130,Social Security,177.91
202122,12,141551,30021810,Veteran,0
202223,12,110776,30056896,Social Security,0
201718,12,117076,30065561,Social Security,163.12
