pk_district,pk_account,description
52,30059572,Warrnambool
92,30019753,Port Fairy
52,10013438,Warrnambool
7,30035088,Hamilton
52,30012187,Warrnambool
93,30024349,Portland
4,30037054,Coleraine
48,10014901,Terang
52,10005738,Warrnambool
4,30037114,Coleraine
7,30035005,Hamilton
36,30112660,Mortlake
48,10015293,Terang
52,10010965,Warrnambool
52,30103150,Warrnambool
52,10003199,Warrnambool
10,30063039,Penshurst
52,10009946,Warrnambool
81,10014370,Carpendeit Water Works
52,30109960,Warrnambool
36,10019576,Mortlake
52,10013521,Warrnambool
52,30007656,Warrnambool
52,10002936,Warrnambool
52,10001556,Warrnambool
93,30029839,Portland
52,10002996,Warrnambool
93,30021810,Portland
52,30079160,Warrnambool
1,30037700,Balmoral
7,30034945,Hamilton
91,30068161,Heywood
34,10019093,Lismore & Derrinallum
50,10020193,Timboon
20,30061518,Allansford
52,10003139,Warrnambool
52,30007716,Warrnambool
92,30019896,Port Fairy
52,10005678,Warrnambool
2,30038500,Casterton
48,10015090,Terang
52,10005475,Warrnambool
93,30026029,Portland
7,30034802,Hamilton
52,10011025,Warrnambool
18,30036390,Willaura Pipeline
34,30005639,Lismore & Derrinallum
52,10013378,Warrnambool
7,30033783,Hamilton
93,30029636,Portland
52,30112373,Warrnambool
50,10020133,Timboon
52,10001413,Warrnambool
34,10019153,Lismore & Derrinallum
52,10009780,Warrnambool
7,30034862,Hamilton
52,10003102,Warrnambool
52,10005512,Warrnambool
92,30019504,Port Fairy
22,10021894,Camperdown
52,30102924,Warrnambool
93,30029696,Portland
52,10013341,Warrnambool
90,30029963,Dartmoor
7,30033986,Hamilton
52,30048792,Warrnambool
22,10021834,Camperdown
52,30041238,Warrnambool
50,30109822,Timboon
50,30113217,Timboon
83,10017226,Cobden Water Works
2,30038703,Casterton
52,30120259,Warrnambool
2,30038334,Casterton
7,30034922,Hamilton
7,30033820,Hamilton
52,10001722,Warrnambool
92,30043517,Port Fairy
92,30019444,Port Fairy
93,30022036,Portland
93,30025932,Portland
4,30036971,Coleraine
93,30026135,Portland
52,10001353,Warrnambool
52,10007971,Warrnambool
52,30116698,Warrnambool
52,30067232,Warrnambool
2,30038394,Casterton
36,10019493,Mortlake
93,30024386,Portland
7,30118105,Hamilton
7,30033677,Hamilton
52,10009900,Warrnambool
93,30053460,Portland
2,30054484,Casterton
52,30108128,Warrnambool
48,10014984,Terang
92,30019610,Port Fairy
52,30079054,Warrnambool
4,30037174,Coleraine
52,10001519,Warrnambool
52,10005572,Warrnambool
93,30024183,Portland
92,30019813,Port Fairy
8,30039320,Macarthur
22,10022060,Camperdown
62,10014593,Terang Water Works
48,10015353,Terang
52,10009720,Warrnambool
38,10015887,Noorat & Glenormiston
52,10003305,Warrnambool
52,10001639,Warrnambool
52,30120093,Warrnambool
2,30038537,Casterton
52,10009923,Warrnambool
52,10013461,Warrnambool
4,30037091,Coleraine
12,30070591,Tarrington
4,30108475,Coleraine
7,30034719,Hamilton
52,10010942,Warrnambool
52,30120176,Warrnambool
93,30025992,Portland
93,30024409,Portland
32,30015356,Koroit
52,30052857,Warrnambool
52,30072376,Warrnambool
52,10013544,Warrnambool
4,30037031,Coleraine
93,30024326,Portland
52,10003222,Warrnambool
2,30038620,Casterton
52,10003019,Warrnambool
52,10009840,Warrnambool
7,30033617,Hamilton
52,10017274,Warrnambool
52,30059678,Warrnambool
52,10005452,Warrnambool
22,10021977,Camperdown
93,30022179,Portland
26,30110755,Caramut
52,10005655,Warrnambool
52,10009637,Warrnambool
2,30038477,Casterton
48,10015270,Terang
52,30010092,Warrnambool
52,10003162,Warrnambool
52,30112396,Warrnambool
52,10013401,Warrnambool
4,30036888,Coleraine
7,30033760,Hamilton
50,30097714,Timboon
93,30029613,Portland
48,10015067,Terang
92,30019527,Port Fairy
22,10021774,Camperdown
34,10019070,Lismore & Derrinallum
7,30034779,Hamilton
52,30114686,Warrnambool
93,30021976,Portland
7,30105891,Hamilton
42,10019963,Port Campbell
50,10020156,Timboon
36,10019350,Mortlake
22,10022378,Camperdown
7,30034839,Hamilton
52,30114308,Warrnambool
2,30038311,Casterton
92,30019112,Port Fairy
52,10012797,Warrnambool
52,30009465,Warrnambool
52,10000975,Warrnambool
48,10015542,Terang
52,10010172,Warrnambool
7,30033949,Hamilton
52,10008114,Warrnambool
7,30031324,Hamilton
52,30097912,Warrnambool
52,10005489,Warrnambool
52,30005841,Warrnambool
7,30034009,Hamilton
52,30097972,Warrnambool
20,30085863,Allansford
92,30029428,Port Fairy
22,10022438,Camperdown
52,10007284,Warrnambool
36,10019290,Mortlake
52,10005429,Warrnambool
42,10019903,Port Campbell
20,10015255,Allansford
93,30022119,Portland
52,30005721,Warrnambool
92,30019375,Port Fairy
52,10003660,Warrnambool
7,30031264,Hamilton
93,30022059,Portland
2,30038371,Casterton
52,10008174,Warrnambool
7,30031951,Hamilton
34,30080481,Lismore & Derrinallum
52,10007487,Warrnambool
52,30114368,Warrnambool
52,10012857,Warrnambool
12,30036777,Tarrington
30,30048741,Cobden Urban
93,30023745,Portland
5,30082256,Dunkeld
52,30117136,Warrnambool
52,10000915,Warrnambool
52,30110684,Warrnambool
91,30017427,Heywood
52,10007344,Warrnambool
30,10016656,Cobden Urban
52,30010355,Warrnambool
7,30032094,Hamilton
52,10005369,Warrnambool
93,30023948,Portland
7,30034069,Hamilton
52,30098742,Warrnambool
52,30059641,Warrnambool
52,10010112,Warrnambool
7,30091384,Hamilton
93,30023865,Portland
40,30043052,Peterborough
93,30114960,Portland
12,30036837,Tarrington
52,30119678,Warrnambool
30,10016573,Cobden Urban
26,30115936,Caramut
93,30026513,Portland
4,30102962,Coleraine
48,30091663,Terang
52,10010052,Warrnambool
48,30080325,Terang
7,30031181,Hamilton
52,10007404,Warrnambool
52,10001118,Warrnambool
7,30032071,Hamilton
52,10012654,Warrnambool
92,30019255,Port Fairy
92,30114048,Port Fairy
48,10015339,Terang
48,10015422,Terang
52,10012940,Warrnambool
93,30023805,Portland
32,30065214,Koroit
52,30119761,Warrnambool
7,30031241,Hamilton
52,10003720,Warrnambool
30,10016513,Cobden Urban
52,30117016,Warrnambool
52,10001035,Warrnambool
93,30029198,Portland
7,30032154,Hamilton
34,10019047,Lismore & Derrinallum
7,30034756,Hamilton
91,30017367,Heywood
93,30041020,Portland
52,10000832,Warrnambool
4,30114360,Coleraine
2,30038251,Casterton
52,30059701,Warrnambool
30,10016716,Cobden Urban
42,10019843,Port Campbell
90,30029299,Dartmoor
2,30038454,Casterton
93,30021999,Portland
92,30019315,Port Fairy
42,10020046,Port Campbell
36,10019433,Mortlake
52,30012233,Warrnambool
52,10005286,Warrnambool
7,30032011,Hamilton
93,30023662,Portland
7,30031384,Hamilton
93,30115020,Portland
93,30029401,Portland
36,10019373,Mortlake
30,10016799,Cobden Urban
34,10019107,Lismore & Derrinallum
7,30043690,Hamilton
52,10007201,Warrnambool
93,30109590,Portland
92,30029391,Port Fairy
93,30022142,Portland
4,30043022,Coleraine
93,30119677,Portland
32,30110163,Koroit
2,30038288,Casterton
48,30084175,Terang
7,30034032,Hamilton
52,10010255,Warrnambool
52,30112705,Warrnambool
30,10017320,Cobden Urban
52,30105134,Warrnambool
48,30113452,Terang
92,30029451,Port Fairy
93,30023722,Portland
52,10008091,Warrnambool
52,30057620,Warrnambool
2,30038228,Casterton
52,10000952,Warrnambool
7,30031347,Hamilton
7,30033926,Hamilton
52,10005406,Warrnambool
52,10007570,Warrnambool
52,30102449,Warrnambool
7,30031868,Hamilton
52,30041224,Warrnambool
91,30017570,Heywood
52,30045277,Warrnambool
52,30110541,Warrnambool
52,10003637,Warrnambool
92,30019398,Port Fairy
52,10009886,Warrnambool
52,10010089,Warrnambool
7,30033866,Hamilton
7,30034092,Hamilton
7,30045688,Hamilton
91,30017201,Heywood
20,10015158,Allansford
7,30031928,Hamilton
52,30062990,Warrnambool
52,10005203,Warrnambool
52,10005346,Warrnambool
52,10007510,Warrnambool
7,30031287,Hamilton
7,30034235,Hamilton
22,10022461,Camperdown
30,10016679,Cobden Urban
7,30110657,Hamilton
52,10007367,Warrnambool
52,30117159,Warrnambool
93,30116623,Portland
91,30017404,Heywood
2,30038168,Casterton
52,10000892,Warrnambool
93,30022082,Portland
7,30051201,Hamilton
93,30116992,Portland
42,10019940,Port Campbell
7,30034152,Hamilton
93,30029484,Portland
52,30062612,Warrnambool
7,30031204,Hamilton
52,30107879,Warrnambool
30,10016596,Cobden Urban
52,10012571,Warrnambool
52,30093455,Warrnambool
52,10010029,Warrnambool
12,30036814,Tarrington
52,30002990,Warrnambool
92,30019338,Port Fairy
93,30112395,Portland
52,10012631,Warrnambool
30,30014844,Cobden Urban
48,10015316,Terang
92,30019278,Port Fairy
52,30110481,Warrnambool
52,30112645,Warrnambool
52,10005323,Warrnambool
4,30112219,Coleraine
30,10017117,Cobden Urban
92,30048555,Port Fairy
52,30063050,Warrnambool
52,10009969,Warrnambool
91,30017284,Heywood
30,10017177,Cobden Urban
93,30112252,Portland
93,30092919,Portland
36,10019456,Mortlake
42,10019880,Port Campbell
52,30110767,Warrnambool
34,10019024,Lismore & Derrinallum
52,30119844,Warrnambool
52,30048340,Warrnambool
52,30050504,Warrnambool
52,30084295,Warrnambool
7,30031988,Hamilton
52,30007301,Warrnambool
7,30031407,Hamilton
90,30029276,Dartmoor
30,10016739,Cobden Urban
52,30047759,Warrnambool
52,10007427,Warrnambool
2,30038085,Casterton
52,10000809,Warrnambool
92,30116876,Port Fairy
8,30104040,Macarthur
12,30036874,Tarrington
48,10015459,Terang
52,10012774,Warrnambool
42,10020009,Port Campbell
30,10016822,Cobden Urban
40,30047792,Peterborough
93,30026264,Portland
7,30031845,Hamilton
22,10022332,Camperdown
52,30054709,Warrnambool
36,10019811,Mortlake
92,30019066,Port Fairy
93,30022165,Portland
52,30077262,Warrnambool
52,10007653,Warrnambool
7,30031430,Hamilton
40,10017748,Peterborough
7,30034318,Hamilton
7,30034055,Hamilton
32,30014955,Koroit
52,10010278,Warrnambool
30,10017297,Cobden Urban
22,10022392,Camperdown
52,30072164,Warrnambool
93,30026679,Portland
52,10005120,Warrnambool
52,30116887,Warrnambool
52,30005735,Warrnambool
30,10016882,Cobden Urban
2,30038205,Casterton
52,10007593,Warrnambool
52,30057597,Warrnambool
7,30031370,Hamilton
7,30096588,Hamilton
7,30100332,Hamilton
7,30098858,Hamilton
52,10001081,Warrnambool
52,30104945,Warrnambool
52,30045300,Warrnambool
52,10013106,Warrnambool
52,10003706,Warrnambool
7,30031905,Hamilton
7,30034258,Hamilton
24,10017243,Camperdown Rural
52,10007533,Warrnambool
40,10017688,Peterborough
52,30116767,Warrnambool
52,30107750,Warrnambool
2,30038002,Casterton
2,30038145,Casterton
93,30023994,Portland
52,30012339,Warrnambool
42,30112051,Port Campbell
93,30026324,Portland
93,30097791,Portland
52,10012903,Warrnambool
22,10022272,Camperdown
92,30019006,Port Fairy
48,10015588,Terang
92,30045930,Port Fairy
52,30041616,Warrnambool
7,30031490,Hamilton
52,30060079,Warrnambool
40,10017605,Peterborough
7,30034175,Hamilton
52,30114082,Warrnambool
91,30017261,Heywood
30,10017094,Cobden Urban
52,10005240,Warrnambool
7,30043395,Hamilton
52,10003766,Warrnambool
52,30090830,Warrnambool
7,30031573,Hamilton
52,30093040,Warrnambool
12,30036754,Tarrington
48,10015731,Terang
2,30038122,Casterton
52,10010338,Warrnambool
7,30034115,Hamilton
52,10013046,Warrnambool
93,30026467,Portland
52,10003434,Warrnambool
22,30086700,Camperdown
93,30026596,Portland
52,10001164,Warrnambool
30,10017154,Cobden Urban
6,30105403,Glenthompson
7,30051533,Hamilton
52,30015167,Warrnambool
20,30055481,Allansford
52,30114617,Warrnambool
93,30067303,Portland
6,30036358,Glenthompson
92,30119893,Port Fairy
52,30093100,Warrnambool
93,30095498,Portland
92,30019126,Port Fairy
38,30060710,Noorat & Glenormiston
30,10016965,Cobden Urban
20,30116480,Allansford
52,10012986,Warrnambool
52,10001224,Warrnambool
34,30007411,Lismore & Derrinallum
52,30114474,Warrnambool
48,30119512,Terang
52,30050527,Warrnambool
48,10015671,Terang
22,10022189,Camperdown
92,30018923,Port Fairy
52,30116827,Warrnambool
30,10016762,Cobden Urban
52,10001021,Warrnambool
52,30117030,Warrnambool
52,10007450,Warrnambool
52,10003577,Warrnambool
52,10003969,Warrnambool
30,10016845,Cobden Urban
42,10019986,Port Campbell
22,10022355,Camperdown
52,10010195,Warrnambool
93,30029235,Portland
52,10000998,Warrnambool
52,10007616,Warrnambool
48,30110398,Terang
52,10003517,Warrnambool
7,30031822,Hamilton
52,10005097,Warrnambool
92,30019089,Port Fairy
92,30029760,Port Fairy
52,10012820,Warrnambool
40,10017725,Peterborough
7,30034341,Hamilton
20,10015172,Allansford
7,30043704,Hamilton
48,10015625,Terang
52,10007676,Warrnambool
7,30031453,Hamilton
36,10019788,Mortlake
93,30095189,Portland
30,10016905,Cobden Urban
42,10019926,Port Campbell
48,30101155,Terang
52,30114331,Warrnambool
22,10022415,Camperdown
1,30037631,Balmoral
32,30083820,Koroit
36,10019728,Mortlake
52,30005698,Warrnambool
52,30081444,Warrnambool
52,10001058,Warrnambool
52,10005157,Warrnambool
7,30031513,Hamilton
52,10010135,Warrnambool
2,30037979,Casterton
52,10007736,Warrnambool
93,30023971,Portland
40,10017665,Peterborough
32,30113097,Koroit
2,30038182,Casterton
36,30012523,Mortlake
93,30026550,Portland
92,30019209,Port Fairy
6,30036275,Glenthompson
22,10022475,Camperdown
52,10010301,Warrnambool
52,10003886,Warrnambool
93,30026716,Portland
52,30114165,Warrnambool
52,30048068,Warrnambool
52,30119535,Warrnambool
22,10022295,Camperdown
93,30026347,Portland
52,30107547,Warrnambool
30,10017048,Cobden Urban
52,10012880,Warrnambool
38,30006458,Noorat & Glenormiston
48,10015565,Terang
52,10003683,Warrnambool
52,10010504,Warrnambool
7,30034281,Hamilton
52,10007556,Warrnambool
40,10017582,Peterborough
48,10015791,Terang
52,10010421,Warrnambool
52,10007819,Warrnambool
7,30034198,Hamilton
52,10003743,Warrnambool
7,30031596,Hamilton
52,30117053,Warrnambool
2,30038039,Casterton
52,30005638,Warrnambool
92,30041462,Port Fairy
91,30017238,Heywood
22,10022212,Camperdown
92,30019232,Port Fairy
52,30110375,Warrnambool
22,10022498,Camperdown
52,30119738,Warrnambool
52,10003803,Warrnambool
52,10001141,Warrnambool
30,10016988,Cobden Urban
52,30041473,Warrnambool
93,30119119,Portland
40,10017642,Peterborough
52,10013023,Warrnambool
93,30023828,Portland
48,10015708,Terang
12,30036860,Tarrington
7,30034138,Hamilton
2,30038099,Casterton
52,10010361,Warrnambool
52,30102343,Warrnambool
30,10017131,Cobden Urban
48,30118264,Terang
52,30054769,Warrnambool
52,30090521,Warrnambool
30,10016928,Cobden Urban
52,10000855,Warrnambool
92,30048223,Port Fairy
93,30115043,Portland
52,30119595,Warrnambool
48,10015648,Terang
36,30109311,Mortlake
6,30036335,Glenthompson
52,10003600,Warrnambool
93,30026633,Portland
92,30019292,Port Fairy
42,10020069,Port Campbell
52,30095665,Warrnambool
52,10010218,Warrnambool
62,30102937,Terang Water Works
52,10009926,Warrnambool
52,30115951,Warrnambool
52,30046634,Warrnambool
93,30026387,Portland
52,10002956,Warrnambool
52,10006073,Warrnambool
93,30024329,Portland
52,30113893,Warrnambool
91,30017181,Heywood
50,10020571,Timboon
50,10020631,Timboon
50,30076071,Timboon
82,10016034,Cobden Rural
3,30039234,Cavendish
52,30085337,Warrnambool
52,10005014,Warrnambool
2,30037836,Casterton
52,10007868,Warrnambool
52,10008131,Warrnambool
52,30015960,Warrnambool
92,30029843,Port Fairy
52,30103010,Warrnambool
52,30072396,Warrnambool
52,30065426,Warrnambool
34,10018715,Lismore & Derrinallum
52,30108921,Warrnambool
52,30074454,Warrnambool
42,10019946,Port Campbell
93,30026447,Portland
32,10017978,Koroit
92,30020815,Port Fairy
7,30035761,Hamilton
93,30024389,Portland
52,10011984,Warrnambool
92,30105011,Port Fairy
93,30021535,Portland
52,10006013,Warrnambool
50,10020511,Timboon
91,30030182,Heywood
32,10018038,Koroit
7,30033966,Hamilton
20,30058916,Allansford
20,10015238,Allansford
52,30115891,Warrnambool
50,10020691,Timboon
7,30033763,Hamilton
92,30018960,Port Fairy
52,10009986,Warrnambool
93,30028385,Portland
52,10011924,Warrnambool
52,10004954,Warrnambool
34,10018775,Lismore & Derrinallum
52,10005870,Warrnambool
5,30036059,Dunkeld
22,10021456,Camperdown
93,30021415,Portland
92,30074337,Port Fairy
52,10003016,Warrnambool
22,30103657,Camperdown
93,30022474,Portland
7,30031968,Hamilton
93,30095501,Portland
42,10020089,Port Campbell
52,30111099,Warrnambool
92,30020958,Port Fairy
48,10014417,Terang
93,30110523,Portland
52,30059718,Warrnambool
22,30120308,Camperdown
52,30055542,Warrnambool
52,30011964,Warrnambool
93,30022391,Portland
83,10017252,Cobden Water Works
92,30018817,Port Fairy
52,10005930,Warrnambool
7,30033906,Hamilton
52,10010129,Warrnambool
52,30057600,Warrnambool
93,30024449,Portland
42,10020029,Port Campbell
8,30039360,Macarthur
52,10001018,Warrnambool
52,10001101,Warrnambool
92,30020898,Port Fairy
5,30036142,Dunkeld
52,30059635,Warrnambool
93,30026530,Portland
52,30061490,Warrnambool
52,30094185,Warrnambool
32,30015187,Koroit
52,10008048,Warrnambool
7,30031825,Hamilton
52,10005990,Warrnambool
52,10000958,Warrnambool
7,30118102,Hamilton
5,30035999,Dunkeld
93,30026327,Portland
5,30036202,Dunkeld
22,10021313,Camperdown
52,10009866,Warrnambool
93,30028242,Portland
7,30031885,Hamilton
52,10003076,Warrnambool
52,10001161,Warrnambool
52,10007951,Warrnambool
7,30040793,Hamilton
52,30115808,Warrnambool
52,10010069,Warrnambool
7,30033846,Hamilton
20,10015178,Allansford
52,30065486,Warrnambool
92,30018877,Port Fairy
32,10017918,Koroit
34,10018655,Lismore & Derrinallum
93,30028445,Portland
50,30004936,Timboon
52,30116011,Warrnambool
8,30039300,Macarthur
34,10018858,Lismore & Derrinallum
52,10011841,Warrnambool
30,30042103,Cobden Urban
30,10014363,Cobden Urban
93,30046321,Portland
32,10018121,Koroit
91,30017384,Heywood
52,10009903,Warrnambool
7,30033680,Hamilton
50,30110575,Timboon
52,30005220,Warrnambool
42,10019863,Port Campbell
84,10013881,Camperdown Water Works
52,30090212,Warrnambool
93,30021558,Portland
93,30024306,Portland
52,30072373,Warrnambool
7,30034049,Hamilton
34,10018738,Lismore & Derrinallum
5,30035916,Dunkeld
22,10021373,Camperdown
52,10000875,Warrnambool
32,10017895,Koroit
7,30100939,Hamilton
48,10014583,Terang
50,10020608,Timboon
52,10005037,Warrnambool
52,10012007,Warrnambool
52,10012067,Warrnambool
93,30021452,Portland
52,30114179,Warrnambool
91,30017218,Heywood
52,30085254,Warrnambool
92,30018674,Port Fairy
92,30020838,Port Fairy
32,10017955,Koroit
93,30106444,Portland
50,10020548,Timboon
52,10006096,Warrnambool
38,10015469,Noorat & Glenormiston
30,10016384,Cobden Urban
36,30081090,Mortlake
12,30036880,Tarrington
52,10002873,Warrnambool
92,30019043,Port Fairy
92,30046434,Port Fairy
50,10020488,Timboon
52,10006036,Warrnambool
52,10003242,Warrnambool
52,10011947,Warrnambool
7,30042874,Hamilton
93,30021618,Portland
42,10019923,Port Campbell
93,30022451,Portland
34,10018798,Lismore & Derrinallum
92,30113633,Port Fairy
52,10003039,Warrnambool
93,30024615,Portland
52,30005054,Warrnambool
52,30059658,Warrnambool
93,30028159,Portland
93,30024246,Portland
34,10018941,Lismore & Derrinallum
42,10020066,Port Campbell
52,30115725,Warrnambool
52,10009963,Warrnambool
52,30108755,Warrnambool
7,30083206,Hamilton
52,10012127,Warrnambool
93,30026410,Portland
93,30112664,Portland
7,30033740,Hamilton
20,10015261,Allansford
93,30028279,Portland
93,30119182,Portland
52,10000995,Warrnambool
52,10003159,Warrnambool
52,30096326,Warrnambool
52,30119970,Warrnambool
34,10018881,Lismore & Derrinallum
93,30024472,Portland
93,30021332,Portland
92,30018840,Port Fairy
92,30020921,Port Fairy
5,30036036,Dunkeld
7,30096216,Hamilton
52,10001078,Warrnambool
7,30031802,Hamilton
7,30103163,Hamilton
93,30028219,Portland
7,30033883,Hamilton
52,30057577,Warrnambool
22,10021290,Camperdown
5,30036119,Dunkeld
52,30011941,Warrnambool
12,30036797,Tarrington
20,30097559,Allansford
52,10000935,Warrnambool
